tipo_marcador,lema_marcador,causa,marcador,efeito,direcao,sentenca_original,arquivo_origem
verbo,contribuir,"Sedentarismo , alto consumo de sódio e gorduras saturadas , disseminação da obesidade e outros ,",contribuído,com o aumento da prevalência de HA,Causa -> Efeito,"Sedentarismo, alto consumo de sódio e gorduras saturadas, disseminação da obesidade e outros, têm contribuído com o aumento da prevalência de HA em todo o mundo.",OK HAS criança e adolescente.pdf
verbo,aumentar,a hipertensão primária,aumentado,a prevalência entre pacientes pediátricos,Causa -> Efeito,"Este resultado parece demonstrar que a exemplo da população adulta, a hipertensão primária tem aumentado a prevalência entre pacientes pediátricos, inclusive naqueles em que a hipertensão secundária costuma ser mais prevalente.",OK HAS criança e adolescente.pdf
verbo,aumentar,quais fatores modificáveis,aumentam,a inclinação da PA e se intervenções durante a infância,Causa -> Efeito,Permanece incerto quais fatores modificáveis aumentam a inclinação da PA e se intervenções durante a infância podem reduzir essa inclinação.,OK HAS criança e adolescente.pdf
verbo,contribuir,"os fatores , mas certamente a dedicação em tempo integral dos docentes e as ações de ensino-pesquisa-extensão , de maneira indissociável , envolvendo diretamente a participação ativa dos estudantes ,",contribuíram,Campus Londrina,Causa -> Efeito,"São muitos os fatores, mas certamente a dedicação em tempo integral dos docentes e as ações de ensino-pesquisa-extensão, de maneira indissociável, envolvendo diretamente a participação ativa dos estudantes, contribuíram, sobremaneira, para o sucesso do curso de Massoterapia do IFPR/Campus Londrina.",OK Qual a orientação para a prescrição de anti-hipertensivos no puerpério.pdf
verbo,diminuir,"o aumento do nível de HDL no organismo ,",diminui,as chances de complicações ateroscleróticas,Causa -> Efeito,"Portanto, percebe-se que conforme existe uma correlação negativa entre HDL e creatinina, significa dizer que o aumento do nível de HDL no organismo, diminui as chances de complicações ateroscleróticas, diminuindo os níveis de creatinina, evitando desta forma problemas renais crônicos, desencadeados por agentes hipertensivos, que se exemplifica no valor de (r²=-0,672293).",OK Balsaneli PERFIL LIPÍDICO  PARA AUXÍLIO na HAS.pdf
verbo,aumentar,a Creatinina,aumenta,a filtração renal,Causa -> Efeito,"Conforme a Creatinina aumenta, menor é a filtração renal, e os níveis de ureia podem vir a aumentar, pois o mesmo não estará eliminando os metabólitos do sangue, mas a creatinina pode aumentar e a ureia diminuir caso não haja tantos processos metabólitos no organismo.",OK Balsaneli PERFIL LIPÍDICO  PARA AUXÍLIO na HAS.pdf
verbo,reduzir,Dietas com pouco sódio,reduziram,a pressão arterial em pessoas normotensas brancas,Causa -> Efeito,"Dietas com pouco sódio reduziram a pressão arterial em pessoas normotensas brancas em menos de 1%, em compensação resultam em colesterol e triglicerídeos séricos",OK Pontes Sal e HAS.pdf
verbo,reduzir,Intervenção,reduziu,a incidência de hipertensão e da pressão arterial sistólica e diastólica principalmente em pessoas já hipertensas,Causa -> Efeito,Intervenção reduziu pela metade a incidência de hipertensão e redução da pressão arterial sistólica e diastólica principalmente em pessoas já hipertensas.,OK Pontes Sal e HAS.pdf
verbo,aumentar,Dietas ricas em sal,aumentam,a tortuosidade venosa da retina,Causa -> Efeito,"Dietas ricas em sal aumentam a tortuosidade venosa da retina, mas sem grandes efeitos nos valores de pressão Evaluation of an education program based on the theory of planned behavior for salt intake in individuals at risk of hypertension Rahimdel, T et al.",OK Pontes Sal e HAS.pdf
verbo,acarretar,a do consumo de sal na dieta para valores mais baixos,acarretava,um aumento significativo no colesterol e nos triglicerídeos plasmáticos,Causa -> Efeito,"Concomitantemente, a redução do consumo de sal na dieta para valores mais baixos acarretava um aumento significativo no colesterol e nos triglicerídeos plasmáticos.",OK Pontes Sal e HAS.pdf
verbo,ocasionar,"a de apenas 1,3 g na quantidade de sódio consumida",ocasionaria,uma de 5 mmHg na pressão arterial,Causa -> Efeito,"Acredita-se que a diminuição de apenas 1,3g na quantidade de sódio consumida diariamente ocasionaria uma redução de 5 mmHg na pressão arterial, resultando em redução de 20% na prevalência de hipertensão arterial (BORJES; TECHIO;",OK Especiarias como sugestão de substituição do sal.pdf
verbo,ocasionar,o sódio em excesso,ocasiona,aumento da volemia e posterior aumento do débito cardíaco e da resistência periférica,Causa -> Efeito,"Segundo Nascimento e Guimarães , o sódio em excesso ocasiona aumento da volemia e posterior aumento do débito cardíaco e da resistência periférica.",OK Especiarias como sugestão de substituição do sal.pdf
verbo,aumentar,a hidrogenação,aumenta,a estabilidade oxidativa dos óleos,Causa -> Efeito,"Além de serem substitutos mais baratos do que as gorduras animais, a hidrogenação aumenta a estabilidade oxidativa dos óleos, contribuindo para ampliar sua vida útil, e resulta em propriedades tecnológicas e organolépticas desejáveis para a fabricação de diversos alimentos industrializados.",OK Acidosgraxotrans__ANVISA.pdf
verbo,aumentar,o consumo de AGT,aumentava,o risco de DCV,Causa -> Efeito,"Adicionalmente, foi constatado que vários estudos de coorte de grande porte indicavam que o consumo de AGT aumentava o risco de DCV.",OK Acidosgraxotrans__ANVISA.pdf
verbo,aumentar,o consumo de AGT,aumenta,o risco de DCV,Causa -> Efeito,"Assim, foi concluído que existia um nível de evidência científica convincente de que o consumo de AGT aumenta o risco de DCV.",OK Acidosgraxotrans__ANVISA.pdf
verbo,aumentar,os AGTI de OGPH,aumentam,"os fatores de risco e os eventos de DCV , de forma mais significativa do que anteriormente se acreditava",Causa -> Efeito,"O relatório conclui que há evidências convincentes de que os AGTI de OGPH aumentam os fatores de risco e os eventos de DCV, de forma mais significativa do que anteriormente se acreditava.",OK Acidosgraxotrans__ANVISA.pdf
verbo,aumentar,todos os AGT,aumentam,a proporção,Causa -> Efeito,"Por exemplo, a revisão de estudos controlados randomizados publicada por Brouwer et al. , que avaliou os efeitos da ingestão de AGTI, AGTR e CLA sobre os níveis de LDLc, HDLc e a razão LDLc/HDLc, identificou que todos os AGT aumentam a proporção",OK Acidosgraxotrans__ANVISA.pdf
verbo,levar,a substituição de AGTI por ácidos graxos insaturados cis ou carboidratos,levou,"a um aumento dos níveis de HDLc e a uma dos níveis de colesterol total , LDLc , colesterol total / HDLc e LDLc / HDLc",Causa -> Efeito,"Em síntese, a substituição de AGTI por ácidos graxos insaturados cis ou carboidratos levou a um aumento dos níveis de HDLc e a uma diminuição dos níveis de colesterol total, LDLc, colesterol total/HDLc e LDLc/HDLc, sendo que a substituição por ácidos graxos poli-insaturados cis mostrou os efeitos com maior magnitude.",OK Acidosgraxotrans__ANVISA.pdf
verbo,resultar,a substituição dos AGTI por ácidos graxos saturados,resultou,"no aumento do colesterol total , LDLc e HDLc e na das razões de colesterol total / HDLc e de LDLc / HDLc",Causa -> Efeito,"Já a substituição dos AGTI por ácidos graxos saturados resultou no aumento do colesterol total, LDLc e HDLc e na diminuição das razões de colesterol total/HDLc e de LDLc/HDLc.",OK Acidosgraxotrans__ANVISA.pdf
verbo,promover,A na ingestão de AGTR através de sua substituição por ácidos graxos insaturados cis,promoveu,uma significativa dos níveis séricos de LDLc,Causa -> Efeito,A redução na ingestão de AGTR através de sua substituição por ácidos graxos insaturados cis promoveu uma diminuição significativa dos níveis séricos de LDLc.,OK Acidosgraxotrans__ANVISA.pdf
verbo,produzir,esses ácidos graxos,produzem,efeitos diferentes,Causa -> Efeito,"Entretanto, foi indicado que as evidências científicas disponíveis não fornecem indicações consistentes de que esses ácidos graxos produzem efeitos diferentes daqueles provocados pelos AGTI, quando consumidos em quantidades semelhantes.",OK Acidosgraxotrans__ANVISA.pdf
verbo,produzir,esses ácidos graxos,produzem,daqueles provocados pelos AGTI,Causa -> Efeito,"Entretanto, foi indicado que as evidências científicas disponíveis não fornecem indicações consistentes de que esses ácidos graxos produzem efeitos diferentes daqueles provocados pelos AGTI, quando consumidos em quantidades semelhantes.",OK Acidosgraxotrans__ANVISA.pdf
verbo,reduzir,adultos e crianças,reduzam,para menos de 1 % do VET,Causa -> Efeito,A segunda recomendação é para que adultos e crianças reduzam para menos de 1% do VET a ingestão de AGT.,OK Acidosgraxotrans__ANVISA.pdf
verbo,reduzir,adultos e crianças,reduzam,a ingestão de AGT,Causa -> Efeito,A segunda recomendação é para que adultos e crianças reduzam para menos de 1% do VET a ingestão de AGT.,OK Acidosgraxotrans__ANVISA.pdf
verbo,diminuir,", a confiança em relação aos efeitos absolutos",diminui,aos poucos eventos que ocorreram em estudos com até 21 anos de seguimento,Causa -> Efeito,"Foi apontado que, apesar da qualidade moderada das evidências sobre a associação inversa com DCV e mortalidade por DCV, a confiança em relação aos efeitos absolutos diminui devido aos poucos eventos que ocorreram em estudos com até 21 anos de seguimento.",OK Acidosgraxotrans__ANVISA.pdf
verbo,diminuir,tal opção,diminuiu,o LDLc,Causa -> Efeito,"Ademais, a OMS destacou que essa recomendação não deve ser interpretada como um impedimento para a substituição de AGT por ácidos graxos monoinsaturados, pois tal opção também diminuiu o LDLc na análise de estudos clínicos randomizados.",OK Acidosgraxotrans__ANVISA.pdf
verbo,causar,essas doenças,causaram,"424.058 óbitos ,",Causa -> Efeito,"Em 2015, essas doenças causaram 424.058 óbitos, o que equivale a 31,2% do total35.",OK Acidosgraxotrans__ANVISA.pdf
verbo,levar,o consumo de AGT,leva,"a hipercolesterolemia , fator de risco metabólico independente para as DCV",Causa -> Efeito,"Cabe frisar que o consumo de AGT leva a hipercolesterolemia, fator de risco metabólico independente para as DCV e que ocupa o sétimo lugar no ranking dos fatores mais relevantes para a carga global de doenças no Brasil38.",OK Acidosgraxotrans__ANVISA.pdf
verbo,aumentar,a ingestão desses ácidos,aumenta,com o incremento na participação de ultraprocessados na alimentação,Causa -> Efeito,"Assim, a ingestão desses ácidos graxos aumenta significativamente com o incremento na participação de ultraprocessados na alimentação.",OK Acidosgraxotrans__ANVISA.pdf
verbo,aumentar,graxos,aumenta,com o incremento na participação de ultraprocessados na alimentação,Causa -> Efeito,"Assim, a ingestão desses ácidos graxos aumenta significativamente com o incremento na participação de ultraprocessados na alimentação.",OK Acidosgraxotrans__ANVISA.pdf
verbo,produzir,o consumo dessas substâncias,produz,efeitos similares aos demais AGTI,Causa -> Efeito,"Além dessas restrições, a Agência também não autorizou o uso do novo ingrediente CLA industrial em alimentos e suplementos, tendo em vista que as evidências científicas avaliadas demonstraram que o consumo dessas substâncias produz efeitos similares aos demais AGTI e representaria um risco inaceitável à saúde da população103.",OK Acidosgraxotrans__ANVISA.pdf
verbo,aumentar,os AGTI,aumentam,o risco de DCV,Causa -> Efeito,"As principais conclusões obtidas por meio desta iniciativa foram: ✓ os AGTI aumentam o risco de DCV e não há um limite de consumo seguro destas substâncias; ✓ apesar do impacto positivo das medidas regulatórias da Anvisa e dos esforços realizados por certos segmentos do setor produtivo, os OGPH ainda estão presentes em produtos industrializados e nossa população ingere teores elevados destas substâncias;",OK Acidosgraxotrans__ANVISA.pdf
verbo,gerar,essa medida,gera,"um estímulo adicional para que os fabricantes , de forma voluntária , a quantidade de AGT em seus produtos",Causa -> Efeito,"Além de permitir que os consumidores conheçam o teor de AGT e realizem escolhas alimentares mais conscientes, essa medida também gera um estímulo adicional para que os fabricantes reduzam, de forma voluntária, a quantidade de AGT em seus produtos.",OK Acidosgraxotrans__ANVISA.pdf
verbo,aumentar,Aumento dos custos diretos e indiretos das DCV Consumo de AGT pela população brasileira,aumenta,o risco de DCV,Causa -> Efeito,Aumento dos custos diretos e indiretos das DCV Consumo elevado de AGT pela população brasileira aumenta o risco de DCV,OK Acidosgraxotrans__ANVISA.pdf
verbo,levar,todos os tipos de medidas,levaram,à dos AGT,Causa -> Efeito,Os autores concluem que todos os tipos de medidas levaram à redução dos AGT.,OK Acidosgraxotrans__ANVISA.pdf
verbo,causar,Essa medida,causou,um maior declínio nos casos de acidentes vasculares cerebrais do que seria esperado com base na tendência temporal,Causa -> Efeito,"Essa medida causou um maior declínio nos casos de acidentes vasculares cerebrais do que seria esperado com base na tendência temporal e reduziu em 4,5% a taxa de mortalidade por DCV.",OK Acidosgraxotrans__ANVISA.pdf
verbo,levar,essa medida,levou,a entre 54 a 58 % nos níveis plasmáticos de AGT,Causa -> Efeito,"Nos Estados Unidos, as pesquisas mostraram ainda que essa medida levou a reduções entre 54 a 58% nos níveis plasmáticos de AGT.",OK Acidosgraxotrans__ANVISA.pdf
verbo,induzir,as medidas voluntárias de reformulação,induziram,entre 20 a 30 % na quantidade de AGT ingeridos pela população,Causa -> Efeito,Já as medidas voluntárias de reformulação induziram reduções entre 20 a 30% na quantidade de AGT ingeridos pela população.,OK Acidosgraxotrans__ANVISA.pdf
substantivo (efeito),efeito,na prevenção e tratamento das doenças crônicas não transmissíveis,Efeito,dos ácidos graxos ômega 3,Efeito <- Causa,Efeito terapêutico dos ácidos graxos ômega 3 na prevenção e tratamento das doenças crônicas não transmissíveis,OK Ácidos graxos ômega 3.pdf
verbo,levar,Vários motivos,levam,"baixa tolerância a carboidratos , diabetes e efeitos colaterais à medicação",Causa -> Efeito,"Vários motivos levam a esse estado: idade, sexo, predisposição genética, estilo de vida, sedentário, desnutrição qualitativa ou quantitativa relacionada às necessidades energéticas do organismo, alterações endócrinas clínicas, subclínicas, como: hipotireoidismo, doença de Cushing, baixa tolerância a carboidratos, diabetes e efeitos colaterais à medicação .",OK Ácidos graxos ômega 3.pdf
verbo,levar,"Estas lesões iniciais , denominadas estrias gordurosas , formadas ainda na infância e caracterizam-se por acúmulo de colesterol em macrófagos",levam,ao aumento do tecido matricial,Causa -> Efeito,"Estas lesões iniciais, denominadas estrias gordurosas, formadas ainda na infância e caracterizam-se por acúmulo de colesterol em macrófagos, mecanismos protetores levam ao aumento do tecido matricial com o passar do tempo, que circunda o núcleo lipídico, mas, na presença de subtipos de linfócitos de fenótipo mais inflamatório, a formação do tecido matricial se reduz, principalmente por inibição de síntese de colágeno pelas células musculares lisas que migraram para íntima vascular e por maior liberação de metaloproteases de matriz, sintetizadas por macrófagos, tornando a placa lipídica vulnerável a complicações .",OK Ácidos graxos ômega 3.pdf
verbo,levar,", mecanismos protetores",levam,ao aumento do tecido matricial,Causa -> Efeito,"Estas lesões iniciais, denominadas estrias gordurosas, formadas ainda na infância e caracterizam-se por acúmulo de colesterol em macrófagos, mecanismos protetores levam ao aumento do tecido matricial com o passar do tempo, que circunda o núcleo lipídico, mas, na presença de subtipos de linfócitos de fenótipo mais inflamatório, a formação do tecido matricial se reduz, principalmente por inibição de síntese de colágeno pelas células musculares lisas que migraram para íntima vascular e por maior liberação de metaloproteases de matriz, sintetizadas por macrófagos, tornando a placa lipídica vulnerável a complicações .",OK Ácidos graxos ômega 3.pdf
verbo,contribuir,o aumento do consumo de ácidos graxos ômega 3,contribui,para a da pressão arterial,Causa -> Efeito,"Quando associado aos efeitos benéficos das fibras, o aumento do consumo de ácidos graxos ômega 3 contribui para a redução da pressão arterial, em função da sua propriedade antitrombótica, a suplementação de 3g/dia de ômega 3 contribuiu significativamente para a redução de 18% no risco de AVC .",OK Ácidos graxos ômega 3.pdf
verbo,contribuir,a suplementação de 3g / dia de ômega 3,contribuiu,para a de 18 % no risco de AVC,Causa -> Efeito,"Quando associado aos efeitos benéficos das fibras, o aumento do consumo de ácidos graxos ômega 3 contribui para a redução da pressão arterial, em função da sua propriedade antitrombótica, a suplementação de 3g/dia de ômega 3 contribuiu significativamente para a redução de 18% no risco de AVC .",OK Ácidos graxos ômega 3.pdf
verbo,diminuir,Peso corporal Incluindo todos os participantes na análise,diminuiu,"2,9 kg",Causa -> Efeito,"Peso corporal Incluindo todos os participantes na análise, o peso corporal médio diminuiu 2,9 kg no grupo de intervenção e 0,06 kg no grupo controle ( P <0,001).",OK Alimentação Vegetariana e HAS.pdf
verbo,diminuir,", o peso corporal médio",diminuiu,"2,9 kg",Causa -> Efeito,"Peso corporal Incluindo todos os participantes na análise, o peso corporal médio diminuiu 2,9 kg no grupo de intervenção e 0,06 kg no grupo controle ( P <0,001).",OK Alimentação Vegetariana e HAS.pdf
verbo,gerar,Os descritores “ Sódio ” e “ Potássio ”,geraram,resultados,Causa -> Efeito,"Os descritores “Sódio” e “Potássio” geraram resultados na busca, porém a temática dos artigos correspondeu aos critérios de exclusão.",OK Alimentação Vegetariana e HAS.pdf
substantivo (causa),fator,": hipertensão , diabetes mellitus e doenças cardiovasculares como arteriosclerose",fator,de risco,Causa -> Efeito,"Essa doença crônica é, também, fator de risco para várias outras enfermidades graves, a saber: hipertensão, diabetes mellitus e doenças cardiovasculares como arteriosclerose.",OK Alimentação Vegetariana e HAS.pdf
verbo,diminuir,"a suplementação de potássio , elemento abundante em dietas vegetarianas ,",diminui,a PA,Causa -> Efeito,"Metanálises de ensaios clínicos randomizados descreveram que a suplementação de potássio, elemento abundante em dietas vegetarianas, diminui a PA.",OK Alimentação Vegetariana e HAS.pdf
verbo,aumentar,alta ingestão de potássio,aumenta,a vasodilatação e a taxa de filtração glomerular,Causa -> Efeito,"Nesse sentido, supõe-se que alta ingestão de potássio aumenta a vasodilatação e a taxa de filtração glomerular, diminui o nível de renina, a reabsorção renal de sódio, a produção de espécies reativas de oxigênio e a agregação plaquetária.",OK Alimentação Vegetariana e HAS.pdf
verbo,reduzir,a mortalidade por doença cerebrovascular,reduziu,esta realidade infletiu para o Acidente Vascular Cerebral,Causa -> Efeito,"Conforme supracitado a mortalidade por doença cerebrovascular reduziu, contudo em contexto pandémico esta realidade infletiu para o Acidente Vascular Cerebral, quer estejamos a falar do Isquémico como do Hemorrágico, como podemos constatar as Fig.4 e 5.",OK Bicarbonato Na e HAS.pdf
verbo,implicar,O acompanhamento da hipertensão,implica,custos diretos com assistência médica associada,Causa -> Efeito,"O acompanhamento da hipertensão implica custos diretos com assistência médica associada quer com medicamentos, exames laboratoriais e consultas clínicas, quer com custos associados a hospitalizações por complicações relacionadas à PA, não menos relevante são os custos indiretos associados à perda de produtividade resultante de mortalidade e incapacidade prematuras devido à hipertensão, às doenças cardiovasculares e às doenças renais.",OK Bicarbonato Na e HAS.pdf
verbo,implicar,O acompanhamento da hipertensão,implica,"são os custos indiretos associados à perda de produtividade resultante de mortalidade e incapacidade prematuras devido à hipertensão , às doenças cardiovasculares e às doenças renais",Causa -> Efeito,"O acompanhamento da hipertensão implica custos diretos com assistência médica associada quer com medicamentos, exames laboratoriais e consultas clínicas, quer com custos associados a hospitalizações por complicações relacionadas à PA, não menos relevante são os custos indiretos associados à perda de produtividade resultante de mortalidade e incapacidade prematuras devido à hipertensão, às doenças cardiovasculares e às doenças renais.",OK Bicarbonato Na e HAS.pdf
verbo,promover,a hipertensão persistente,promove,lesão de órgão alvo,Causa -> Efeito,"Após um período por vezes longo de forma assintomática, a hipertensão persistente promove lesão de órgão alvo.",OK Bicarbonato Na e HAS.pdf
verbo,resultar,Uma forma de hipertensão essencial,resulta,da estimulação cardíaca,Causa -> Efeito,"Uma forma de hipertensão essencial, resulta da estimulação cardíaca concomitante por hiperatividade adrenérgica e alteração da homeostase do cálcio, aliada à diminuição da resistência vascular periférica.",OK Bicarbonato Na e HAS.pdf
verbo,promover,o processo inflamatório,promove,hipertensão,Causa -> Efeito,"Aparentemente o processo inflamatório não promove hipertensão por si só, mas agrava a disfunção renal e vascular.",OK Bicarbonato Na e HAS.pdf
verbo,produzir,O SNS,produz,uma resposta através do efeito alfa vasoconstritor ou do efeito beta vasodilatador,Causa -> Efeito,O SNS produz uma resposta através do efeito alfa vasoconstritor ou do efeito beta vasodilatador.,OK Bicarbonato Na e HAS.pdf
verbo,promover,"o aumento da pressão intraglomerular ,",promove,danos estruturais e funcionais,Causa -> Efeito,"No mecanismo de natriurese por pressão, o equilíbrio de sal e água é alcançado na pressão sistémica elevada É de salientar que o aumento da pressão intraglomerular, promove danos estruturais e funcionais, o que leva a hiperfiltração glomerular e microalbuminúria.",OK Bicarbonato Na e HAS.pdf
verbo,promover,A Angiotensina II,promove,uma vasoconstrição nas arteríolas,Causa -> Efeito,"A Angiotensina II promove uma vasoconstrição nas arteríolas, estimulando as glândulas supra-renais a secretarem aldosterona, com consequente diminuição da excreção de água e sódio urinários, ocorre um aumento destes a nível sanguíneo promovendo o aumento da pressão arterial.",OK Bicarbonato Na e HAS.pdf
verbo,promover,O padrão alimentar ocidental por vezes deficiente no consumo de hortofrutícolas e rico em proteína animal,promove,uma acidose metabólica,Causa -> Efeito,"O padrão alimentar ocidental por vezes deficiente no consumo de hortofrutícolas e rico em proteína animal promove uma acidose metabólica, contrariamente ao ocorrido com o consumo de elevadas quantidades de proteína de origem vegetal que contem precursores do HCO3- como o citrato, bem como ingestão insuficiente de potássio (15603120mg/dia)(Cordain et al., 2005;",OK Bicarbonato Na e HAS.pdf
verbo,gerar,Este desequilíbrio,gera,um mecanismo de compensação do défice de K+ e de HCO3-,Causa -> Efeito,"Este desequilíbrio gera um mecanismo de compensação do défice de K+ e de HCO3-, que para manter o pH, conduzem a um aumento das perdas de k+ tecidular bem como de sais de cálcio, com a substituição de H+, podendo estes fatores atuar como potenciadores na reabsorção de Na+ e Cl- (Choi et al., 2015;",OK Bicarbonato Na e HAS.pdf
verbo,produzir,O procedimento,produz,um modelo com todas as interações fatoriais,Causa -> Efeito,"O procedimento produz um modelo com todas as interações fatoriais, o que significa que cada combinação dos níveis de cada fator pode ter um efeito diferente sobre a variável dependente.",OK Bicarbonato Na e HAS.pdf
verbo,implicar,"o transporte do sódio ocorrer de forma paralela com o cloreto , ou seja , a baixa ingestão de cloreto",implica,uma não absorção de parte do sódio ingerido,Causa -> Efeito,"A ausência de efeito na pressão arterial pode justificar-se pelo facto de o transporte do sódio ocorrer de forma paralela com o cloreto, ou seja, a baixa ingestão de cloreto implica uma não absorção de parte do sódio ingerido.",OK Bicarbonato Na e HAS.pdf
verbo,produzir,Estudos recentes,produziram,"resultados nos quais afastaram dúvidas em relação ao seu consumo regular ,",Causa -> Efeito,"Estudos recentes produziram resultados nos quais afastaram dúvidas em relação ao seu consumo regular, demonstraram que o chá verde tem propriedades funcionais e quando incluído na alimentação diária, pode trazer benefícios fisiológicos específicos, em razão aos seus componentes (BASU;",OK Chá Verde_Vieira et al.pdf
verbo,diminuir,as intervenções,diminuíram,"o peso corporal , IMC , percentual de gordura corporal e área de gordura visceral",Causa -> Efeito,"Além disso, as intervenções diminuíram o peso corporal, IMC, percentual de gordura corporal e área de gordura visceral, comprovando e reforçando a aplicabilidade do estudo de Oliveira et al.",OK Chá Verde_Vieira et al.pdf
verbo,produzir,o Citrus,produz,"um aumento da lipólise por meio da termogênese , então , a gordura corporal",Causa -> Efeito,"Por meio dessa pesquisa pode-se compreender que a aplicação do Citrus apresentou efeitos irrelevantes em relação a redução de peso, o que entrou em discordância com o estudo de Cavichioli, Abourihan e Passoni , ao afirmarem que o Citrus aurantium produz um aumento da lipólise por meio da termogênese reduzindo, então, a gordura corporal.",OK Chá Verde_Vieira et al.pdf
verbo,promover,o Allium sativum,promove,a de peso e do percentual de gordura corporal,Causa -> Efeito,"Algumas evidências in vitro sugerem que o Allium sativum promove a diminuição de peso e do percentual de gordura corporal, além disso, asseguram que o extrato de alho na concentração de 0,0015% também pode ser útil no tratamento da lipodistrofia ginóide, por ter constituintes nos quais agem sinergicamente no aumento da expressão de moléculas ligadas à lipólise, como a enzima lipase hormônio-sensível (LHS) e as proteínas desacopladoras 1 e 2 (UCP1 e UCP2); na redução da lipogênese, por reduzir a expressão de moléculas como o receptor ativado por proliferador de peroxissomos gama (PPAR-gama) e a lipase de lipoproteína (LLP), além de produzir provável efeito negativo na produção de leptina (COMINETTI; COZZOLINO, 2020).",OK Chá Verde_Vieira et al.pdf
verbo,levar,", o suplemento de alho no grupo tratado em comparação com o placebo",levou,a um aumento significativo,Causa -> Efeito,"Nos segundos resultados da pesquisa de Sangouni et al. , o suplemento de alho no grupo tratado em comparação com o placebo levou a um aumento significativo na HDL-C.",OK Chá Verde_Vieira et al.pdf
verbo,ocasionar,o feno-grego a 2 g / dia,ocasionou,uma queda insignificante,Causa -> Efeito,"Já Najdi et al. , em pesquisa randomizada para avaliar o impacto do feno-grego e da glibenclamida, realizada com 9 pacientes com diabetes mellitus não controlado nos quais estavam em uso de metformina, durante 12 semanas, evidenciaram que o feno-grego a 2 g/dia ocasionou uma queda insignificante na glicemia em jejum (p = 0,63), porém o grau de insulina em jejum elevou significativamente (p = 0,04).",OK Chá Verde_Vieira et al.pdf
verbo,reduzir,a suplementação com óleo de linhaça,reduziu,o colesterol de lipoproteína de baixa densidade ( LDL ) e lipoproteína de não alta densidade ( HDL ),Causa -> Efeito,"Enquanto Skoczyńska et al. , em pesquisa para avaliar a consequência da suplementação alimentar de curto prazo com óleo de linhaça na pressão arterial (PA), como também, no metabolismo lipídico em cento e cinquenta pacientes com hipercolesterolemia leve notaram que a suplementação com óleo de linhaça reduziu expressivamente o colesterol de lipoproteína de baixa densidade (LDL) e lipoproteína de não alta densidade (HDL), além de que elevou os Brazilian Journal of Health Review Brazilian Journal of Health Review, Curitiba, v. 7, n. 3, p. 01-20, may/jun., 2024 níveis de colesterol HDL.",OK Chá Verde_Vieira et al.pdf
verbo,diminuir,o óleo de linhaça,diminuiu,a pressão arterial diastólica,Causa -> Efeito,"Senão ainda, o óleo de linhaça diminuiu a pressão arterial diastólica nos homens (intervalo de confiança de 95%: -6,0 a -1,1, p < 0,006).",OK Chá Verde_Vieira et al.pdf
verbo,reduzir,o óleo de linhaça,reduziu,"a pressão arterial sistólica ( -3,6 mmHg",Causa -> Efeito,"Já em pessoas do sexo feminino, o óleo de linhaça reduziu a pressão arterial sistólica (-3,6 mmHg; intervalo de confiança de 95%:",OK Chá Verde_Vieira et al.pdf
verbo,aumentar,os níveis de TMAO,aumentam,sem um declínio na função renal,Causa -> Efeito,"Uma vez que a concentração plasmática de TMAO é determinada pelo clearance renal e pela função renal, os níveis de TMAO não aumentam sem um declínio na função renal.",OK TMAO Microbiota Intetsinal.pdf
verbo,promover,o TMAO,promove,a ativação de fibroblastos renais,Causa -> Efeito,Um estudo que examinou o efeito do TMAO na fibrose renal descobriu que o TMAO promove a ativação de fibroblastos renais ao aumentar os níveis de α-actina do músculo liso.,OK TMAO Microbiota Intetsinal.pdf
verbo,levar,O desequilíbrio na microbiota intestinal,leva,à DCV,Causa -> Efeito,O desequilíbrio na microbiota intestinal leva à DCV por meio de inflamação e estresse oxidativo.,OK TMAO Microbiota Intetsinal.pdf
verbo,elevar,o aumento dos níveis de TMAO circulante,elevou,a expressão de aquaporina-2,Causa -> Efeito,"Em um estudo realizado por Liu et al30 em camundongos hipertensos, os autores sugeriram que o aumento dos níveis de TMAO circulante elevou a expressão de aquaporina-2 na medula renal e aumentou a pressão osmótica plasmática, levando a maior reabsorção de água, causando assim um aumento na pressão arterial.",OK TMAO Microbiota Intetsinal.pdf
verbo,aumentar,o TMAO,aumenta,a vasoconstrição relacionada à angiotensina-2,Causa -> Efeito,"Também foi demonstrado que o TMAO aumenta a vasoconstrição relacionada à angiotensina-2, aumentando assim a hipertensão relacionada à angiotensina-232.",OK TMAO Microbiota Intetsinal.pdf
verbo,levar,"os efeitos negativos do TMAO na disfunção endotelial , aterosclerose , inflamação e estresse oxidativo",levaram,à hipótese de que ele também está associado na DRD a um mecanismo fisiopatológico semelhante,Causa -> Efeito,"No entanto, os efeitos negativos do TMAO na disfunção endotelial, aterosclerose, inflamação e estresse oxidativo levaram à hipótese de que ele também está associado na DRD a um mecanismo fisiopatológico semelhante.",OK TMAO Microbiota Intetsinal.pdf
verbo,provocar,O transplante renal,provoca,uma situação metabólica complexa devido à presença de um órgão estranho e aos agentes imunossupressores usados para,Causa -> Efeito,O transplante renal provoca uma situação metabólica complexa devido à presença de um órgão estranho e aos agentes imunossupressores usados para manter a função desse órgão.,OK TMAO Microbiota Intetsinal.pdf
